y1,x1_New,x1_Standard,y2,x2_New,x2_Standard,y3,x3_New,x3_Standard,y4,x4_New,x4_Standard,y5,x5_New,x5_Standard,y6,x6_New,x6_Standard,y7,x7_New,x7_Standard,y8,x8_New,x8_Standard,y9,x9_New,x9_Standard
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0
0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0,0.0064516129032258064,1.0,1.0
0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0
0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0,0.012903225806451613,1.0,1.0
0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0
0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0,0.01935483870967742,1.0,1.0
0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0
0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0,0.025806451612903226,1.0,1.0
0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0
0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0,0.03225806451612903,1.0,1.0
0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0
0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0,0.03870967741935484,1.0,1.0
0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0
0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0,0.04516129032258065,1.0,1.0
0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0,0.05161290322580645,1.0,1.0
